0,http://cidse.engineering.asu.edu
1,http://www.cs.bu.edu
2,http://azer.bestavros.net
3,http://www.bu.edu
4,http://orecchia.net
5,http://research.brown.edu
6,http://cs.brown.edu
7,http://jeffhuang.com
8,http://news.brown.edu
9,http://www.cs.brown.edu
10,http://sites.google.com
11,http://users.cms.caltech.edu
12,http://www.gg.caltech.edu
13,http://www.dna.caltech.edu
14,http://www.geometry.caltech.edu
15,http://www.cms.caltech.edu
16,http://people.csail.mit.edu
17,http://www.its.caltech.edu
18,http://www.work.caltech.edu
19,http://www.yisongyue.com
20,http://www.cs.cmu.edu
21,http://en.wikipedia.org
22,http://public.tepper.cmu.edu
23,http://alex.smola.org
24,http://amyogan.com
25,http://symbolaris.com
26,http://www-2.cs.cmu.edu
27,http://kittur.org
28,http://www.stat.cmu.edu
29,http://www.andrew.cmu.edu
30,http://mlsp.cs.cmu.edu
31,http://www.umiacs.umd.edu
32,http://www.chrisharrison.net
33,http://www.cmu.edu
34,http://users.ece.cmu.edu
35,http://www.epp.cmu.edu
36,http://www.ece.cmu.edu
37,http://herbsleb.org
38,http://www.jeffeppinger.com
39,http://dl.dropboxusercontent.com
40,http://goodgestreet.com
41,http://act-r.psy.cmu.edu
42,http://pact.cs.cmu.edu
43,http://lauradabbish.com
44,http://lorrie.cranor.org
45,http://spoke.compose.cs.cmu.edu
46,http://euro.ecom.cmu.edu
47,http://graphics.cs.cmu.edu
48,http://www.normsadeh.org
49,http://www.rr.cs.cmu.edu
50,http://www.hss.cmu.edu
51,http://murphylab.web.cmu.edu
52,http://kraut.hciresearch.org
53,http://www.psy.cmu.edu
54,http://www.midas.pitt.edu
55,http://www.hcii.cmu.edu
56,http://www.cnbc.cmu.edu
57,http://www.umut-acar.org
58,http://www.iscb.org
59,http://www.cs.columbia.edu
60,http://www1.cs.columbia.edu
61,http://www.columbia.edu
62,http://davidsjohnson.net
63,http://www.linkedin.com
64,http://civil.columbia.edu
65,http://engineering.columbia.edu
66,http://www.ee.columbia.edu
67,http://cheme.columbia.edu
68,http://www.clrc.rhul.ac.uk
69,http://www.cs.cornell.edu
70,http://tech.cornell.edu
71,http://www.graphics.cornell.edu
72,http://infosci.cornell.edu
73,http://www-bcf.usc.edu
74,http://www.cs.dartmouth.edu
75,http://web.cs.dartmouth.edu
76,http://bregman.dartmouth.edu
77,http://www.cs.duke.edu
78,http://people.ee.duke.edu
79,http://www.genome.duke.edu
80,http://www.duke.edu
81,http://www.ece.duke.edu
82,http://www.bme.duke.edu
83,http://www.ee.duke.edu
84,http://fds.duke.edu
85,http://stat.duke.edu
86,http://www.madalgo.au.dk
87,http://www.math.duke.edu
88,http://www.ece.illinois.edu
89,http://www.stat.duke.edu
90,http://www.isds.duke.edu
91,http://www.dibs.duke.edu
92,http://people.duke.edu
93,http://jhfc.duke.edu
94,http://www.cc.gatech.edu
95,http://www.cse.gatech.edu
96,http://www.ic.gatech.edu
97,http://home.cc.gatech.edu
98,http://betsydisalvo.com
99,http://www.blairmacintyre.me
100,http://sonify.psych.gatech.edu
101,http://www.scs.gatech.edu
102,http://www.provost.gatech.edu
103,http://people.math.gatech.edu
104,http://comp.social.gatech.edu
105,http://www.gregoryabowd.com
106,http://www.hichristensen.net
107,http://lance.fortnow.com
108,http://laurenwilcox.net
109,http://a4bf0b58-a-62cb3a1a-s-sites.googlegroups.com
110,http://www.academia.edu
111,http://mikeb.inta.gatech.edu
112,http://www.munmund.net
113,http://www.ti.gatech.edu
114,http://vuduc.org
115,http://www.iac.gatech.edu
116,http://taesoo.gtisc.gatech.edu
117,http://www.conte.us
118,http://wenke.gtisc.gatech.edu
119,http://www.seas.harvard.edu
120,http://coxlab.org
121,http://www.lcdf.org
122,http://www.eecs.harvard.edu
123,http://hips.seas.harvard.edu
124,http://people.seas.harvard.edu
125,http://www.cs.jhu.edu
126,http://www.stanford.edu
127,http://www.avirubin.com
128,http://spar.isi.jhu.edu
129,http://campar.in.tum.de
130,http://jshare.johnshopkins.edu
131,http://homepages.inf.ed.ac.uk
132,http://ttic.uchicago.edu
133,http://hssl.cs.jhu.edu
134,http://cs.jhu.edu
135,http://folio.jhu.edu
136,http://www.suchisaria.com
137,http://www.vuse.vanderbilt.edu
138,http://www.csail.mit.edu
139,http://lids.mit.edu
140,http://www.argentumlux.org
141,http://csg.csail.mit.edu
142,http://web.mit.edu
143,http://www.pmg.lcs.mit.edu
144,http://csbi.mit.edu
145,http://www.rle.mit.edu
146,http://adams.academy.ac.il
147,http://cgs.csail.mit.edu
148,http://www.scholars.northwestern.edu
149,http://groups.csail.mit.edu
150,http://nms.csail.mit.edu
151,http://esd.mit.edu
152,http://www.mit.edu
153,http://web.media.mit.edu
154,http://www.cs.ualberta.ca
155,http://bcs.mit.edu
156,http://pdos.csail.mit.edu
157,http://webcache.googleusercontent.com
158,http://www.scottaaronson.com
159,http://www.shiae.cuhk.edu
160,http://people.lids.mit.edu
161,http://cs.nyu.edu
162,http://cims.nyu.edu
163,http://www.cs.nyu.edu
164,http://mrl.nyu.edu
